WKT,﻿SULAWESI UTARA,0.65557,124.09015
"POINT (121.5229723 -1.4850968)",SULAWESI TENGAH,-1.4850968,121.5229723
"POINT (119.9801587 -3.4911386)",SULAWESI SELATAN,-3.4911386,119.9801587
"POINT (122.1783896 -4.1849458)",SULAWESI TENGGARA,-4.1849458,122.1783896
"POINT (122.45559 0.71862)",GORONTALO,0.71862,122.45559
"POINT (119.314992 -2.7279593)",SULAWESI BARAT,-2.7279593,119.314992
"POINT (123.8191208 0.5691975)",SULAWESI UTARA,0.5691975,123.8191208
