WKT,﻿MALUKU,-3.11884,129.42078
"POINT (127.6644233 1.4648756)",MALUKU UTARA,1.4648756,127.6644233
"POINT (133.1222571 -1.2524265)",PAPUA BARAT,-1.2524265,133.1222571
"POINT (138.1177764 -4.1968253)",PAPUA,-4.1968253,138.1177764
"POINT (130.1583113 -3.2795296)",MALUKU,-3.2795296,130.1583113
