WKT,﻿DKI JAKARTA,6.1745,106.8227
"POINT (107.64047 -6.88917)",JAWA BARAT,-6.88917,107.64047
"POINT (110.00441 -7.30324)",JAWA TENGAH,-7.30324,110.00441
"POINT (110.533861 -7.8981482)",DI YOGYAKARTA,-7.8981482,110.533861
"POINT (112.1782627 -7.4918167)",JAWA TIMUR,-7.4918167,112.1782627
"POINT (106.13756 -6.44538)",BANTEN,-6.44538,106.13756
"POINT (115.1443612 -8.3879156)",BALI,-8.3879156,115.1443612
"POINT (117.3513286 -8.5893353)",NUSA TENGGARA BARAT,-8.5893353,117.3513286
"POINT (120.69786 -8.56568)",NUSA TENGGARA TIMUR,-8.56568,120.69786
